"uuid","event_year","event_date","event_time","event_datetime","round","round_number","stadium","city","country","home_team","away_team","observation","winner_team","loser_team","penalty_definition","home_goals","home_goals_in_penalties","away_goals","away_goals_in_penalties"
"1fcd0161-ede1-4367-7d9b-3f9f7b7c3a5a",2010,"26-Jun-10", 20:30 ,2010-06-26 17:30:00.000 -0300,Round of 16,2,Royal Bafokeng Sports Palace,Phokeng ,South Africa,USA,Ghana,Ghana win after extra time ,Ghana,USA,false,1,,2,
"20636e44-95ca-17b4-53f2-3a1db2d7ced5",1990,"26-Jun-90", 21:00 ,1990-06-26 18:00:00.000 -0300,Round of 16,2,Renato Dall Ara,Bologna ,Italy,England,Belgium,England win after extra time ,England,Belgium,false,1,,0,
"20ea1ebe-9ac5-aa48-b7ef-5cd9b3a4ca5c",1934,"27-May-34", 16:30 ,1934-05-27 12:30:00.000 -0400,Preliminary round,1,San Siro,Milan ,Italy,Switzerland,Netherlands,,Switzerland,Netherlands,false,3,,2,
"2113d08d-52fc-d4fc-1146-4ec846090151",1938,"5-Jun-38", 17:00 ,1938-06-05 13:00:00.000 -0400,First round,1,Stade Olympique,Colombes ,France,France,Belgium,,France,Belgium,false,3,,1,
"215379aa-0ccb-6661-d90c-abb820901717",1994,"5-Jul-94", 13:00 ,1994-07-05 10:00:00.000 -0300,Round of 16,2,Foxboro Stadium,Boston ,USA,Nigeria,Italy,Italy win after extra time ,Italy,Nigeria,false,1,,2,
"218a9d25-7c6b-5582-272e-ecff82cd001a",1938,"9-Jun-38", 18:00 ,1938-06-09 14:00:00.000 -0400,First round,1,Stade Municipal,Toulouse ,France,Cuba,Romania,,Cuba,Romania,false,2,,1,
"21c5637b-7fcb-ea9d-15d3-6286b408c5a9",1998,"29-Jun-98", 21:00 ,1998-06-29 18:00:00.000 -0300,Round of 16,2,Stade Municipal,Toulouse ,France,Netherlands,Yugoslavia,,Netherlands,Yugoslavia,false,2,,1,
"2259a0e1-dce9-34a3-44ea-069d28c1007b",1994,"10-Jul-94", 12:30 ,1994-07-10 09:30:00.000 -0300,Quarter-finals,3,Stanford Stadium,San Francisco ,USA,Romania,Sweden,Sweden win on penalties (4 - 5) ,Sweden,Romania,true,2,4,2,5
"22cc4126-4756-a33a-5d87-c44ea4efa140",1938,"5-Jun-38", 17:00 ,1938-06-05 13:00:00.000 -0400,First round,1,Stade Municipal,Toulouse ,France,Cuba,Romania,,,,false,3,,3,
"22e71f9d-9878-1a04-42c5-eb52bfff9138",2014,"18-Jun-14", 18:00 ,2014-06-18 15:00:00.000 -0300,Group A,1,Arena Amazonia,Manaus ,Brazil,Cameroon,Croatia,,Croatia,Cameroon,false,0,,4,
"23584910-e740-de19-8ee4-42122997409a",2014,"4-Jul-14", 13:00 ,2014-07-04 10:00:00.000 -0300,Quarter-finals,3,Estadio do Maracana,Rio De Janeiro ,Brazil,France,Germany,,Germany,France,false,0,,1,
"23be979b-07db-c22b-58de-f0ed22718c8e",2006,"15-Jun-06", 21:00 ,2006-06-15 18:00:00.000 -0300,Group B,1,Olympiastadion,Berlin ,Germany,Sweden,Paraguay,,Sweden,Paraguay,false,1,,0,
"23cb81fa-fb34-de9a-e588-17f71d04fe10",1978,"3-Jun-78", 13:45 ,1978-06-03 10:45:00.000 -0300,Group 3,1,Jose Amalfitani,Buenos Aires ,Argentina,Austria,Spain,,Austria,Spain,false,2,,1,
"23dba704-fe14-5091-80ad-a9acf1290811",2002,"3-Jun-02", 20:30 ,2002-06-03 17:30:00.000 -0300,Group G,1,Sapporo Dome,Sapporo ,Korea/Japan,Italy,Ecuador,,Italy,Ecuador,false,2,,0,
"23dd5a37-bbcc-755f-036d-a90151e02e2c",2006,"16-Jun-06", 21:00 ,2006-06-16 18:00:00.000 -0300,Group D,1,"FIFA World Cup Stadium, Hanover",Hanover ,Germany,Mexico,Angola,,,,false,0,,0,
"23f8dd99-7580-a94f-275c-fe82019775fb",1998,"24-Jun-98", 16:00 ,1998-06-24 13:00:00.000 -0300,Group C,1,Stade du Parc Lescure,Bordeaux ,France,South Africa,Saudi Arabia,,,,false,2,,2,
"2423329d-9a5d-c24b-fa2d-5b6048a64033",1974,"19-Jun-74", 19:30 ,1974-06-19 16:30:00.000 -0300,Group 4,1,Olympiastadion,Munich ,Germany,Haiti,Poland,,Poland,Haiti,false,0,,7,
"24a3bbfd-3a07-322f-e081-1285ab26b623",1998,"17-Jun-98", 21:00 ,1998-06-17 18:00:00.000 -0300,Group B,1,La Mosson,Montpellier ,France,Italy,Cameroon,,Italy,Cameroon,false,3,,0,
"24aa293a-a638-7500-b75e-a36cab4b618e",1986,"7-Jun-86", 12:00 ,1986-06-07 09:00:00.000 -0300,Group D,1,Tres de Marzo,Guadalajara ,Mexico,Northern Ireland,Spain,,Spain,Northern Ireland,false,1,,2,
"24c14634-3027-41f8-56c7-b790d7358520",2006,"20-Jun-06", 16:00 ,2006-06-20 13:00:00.000 -0300,Group A,1,"FIFA World Cup Stadium, Hanover",Hanover ,Germany,Costa Rica,Poland,,Poland,Costa Rica,false,1,,2,
"25812d55-fe4e-69fd-0db2-9f7ebc59c40b",2010,"28-Jun-10", 16:00 ,2010-06-28 13:00:00.000 -0300,Round of 16,2,Durban Stadium,Durban ,South Africa,Netherlands,Slovakia,,Netherlands,Slovakia,false,2,,1,
"25a428af-c317-24a2-128e-33b4a70a3234",1962,"7-Jun-62", 15:00 ,1962-06-07 12:00:00.000 -0300,Group 4,1,Estadio El Teniente-Codelco,Rancagua ,Chile,England,Bulgaria,,,,false,0,,0,
"25d6f752-2b6b-e65a-118c-70c3e97ce319",1970,"6-Jun-70", 16:00 ,1970-06-06 13:00:00.000 -0300,Group 4,1,Nou Camp - Estadio Leï¿½n,Leon ,Mexico,Peru,Morocco,,Peru,Morocco,false,3,,0,
"263ebd0f-5d7f-3dba-4873-a6a12be5e5f6",2006,"5-Jul-06", 21:00 ,2006-07-05 18:00:00.000 -0300,Semi-finals,4,"FIFA World Cup Stadium, Munich",Munich ,Germany,Portugal,France,,France,Portugal,false,0,,1,
"26b87c71-0bd4-163c-c336-18e4a35c55c7",1982,"19-Jun-82", 19:15 ,1982-06-19 16:15:00.000 -0300,Group 1,1,Riazor,La Coruï¿½A ,Spain,Poland,Cameroon,,,,false,0,,0,
"26cac926-9f8d-4bc8-c82f-fc9499418fb1",1934,"1-Jun-34", 16:30 ,1934-06-01 12:30:00.000 -0400,Quarter-finals,3,Giovanni Berta,Florence ,Italy,Italy,Spain,,Italy,Spain,false,1,,0,
"271f2314-5d3c-5e52-b624-e1cdf68282c1",1938,"5-Jun-38", 18:30 ,1938-06-05 14:30:00.000 -0400,First round,1,Cavee Verte,Le Havre ,France,Czechoslovakia,Netherlands,Czechoslovakia win after extra time ,Czechoslovakia,Netherlands,false,3,,0,
"272ece42-b2ea-fa42-fce1-2fac72dce77c",1994,"28-Jun-94", 16:00 ,1994-06-28 13:00:00.000 -0300,Group B,1,Pontiac Silverdome,Detroit ,USA,Brazil,Sweden,,,,false,1,,1,
"2797a779-b861-4b94-236b-6281340c2a28",2002,"9-Jun-02", 15:30 ,2002-06-09 12:30:00.000 -0300,Group G,1,Miyagi Stadium,Rifu ,Korea/Japan,Mexico,Ecuador,,Mexico,Ecuador,false,2,,1,
"27f7f943-dd99-7d77-8d91-e9d65d04973d",1978,"18-Jun-78", 16:45 ,1978-06-18 13:45:00.000 -0300,Group A,1,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Argentina,Italy,Austria,,Italy,Austria,false,1,,0,
"281567cb-2f74-dac0-c537-c86f88952d01",1998,"23-Jun-98", 16:00 ,1998-06-23 13:00:00.000 -0300,Group B,1,Stade de France,Saint-Denis ,France,Italy,Austria,,Italy,Austria,false,2,,1,
"292a899f-c050-9c7a-49c5-61cc5acadd9c",1990,"14-Jun-90", 21:00 ,1990-06-14 18:00:00.000 -0300,Group A,1,Stadio Olimpico,Rome ,Italy,Italy,USA,,Italy,USA,false,1,,0,
"293608e6-923e-f93a-34e7-b82c9c80e5c3",2010,"12-Jun-10", 20:30 ,2010-06-12 17:30:00.000 -0300,Group C,1,Royal Bafokeng Sports Palace,Phokeng ,South Africa,England,USA,,,,false,1,,1,
"29813f94-0395-f640-a73a-3afa8e7c48d5",2002,"11-Jun-02", 15:30 ,2002-06-11 12:30:00.000 -0300,Group A,1,Incheon Football Stadium,Incheon ,Korea/Japan,Denmark,France,,Denmark,France,false,2,,0,
"298a2780-d56e-516b-b76c-737f6060469b",1986,"12-Jun-86", 12:00 ,1986-06-12 09:00:00.000 -0300,Group D,1,Tecnologico,Monterrey ,Mexico,Algeria,Spain,,Spain,Algeria,false,0,,3,
"298c52e8-7837-a8ed-5f64-6dafac4919ea",1990,"23-Jun-90", 21:00 ,1990-06-23 18:00:00.000 -0300,Round of 16,2,Stadio San Nicola,Bari ,Italy,Czechoslovakia,Costa Rica,,Czechoslovakia,Costa Rica,false,4,,1,
"29fc107b-83b2-7849-1395-7a7dcb283f39",2002,"25-Jun-02", 20:30 ,2002-06-25 17:30:00.000 -0300,Semi-finals,4,Seoul World Cup Stadium,Seoul ,Korea/Japan,Germany,Korea Republic,,Germany,Korea Republic,false,1,,0,
"2cae5839-5295-e1b1-bb6a-9adfe03af5f4",2002,"16-Jun-02", 20:30 ,2002-06-16 17:30:00.000 -0300,Round of 16,2,Suwon World Cup Stadium,Suwon ,Korea/Japan,Spain,Republic of Ireland,Spain win on penalties (3 - 2) ,Spain,Republic of Ireland,true,1,3,1,2
"2cc2ec16-2260-0885-7afb-2136b26a9d81",2014,"21-Jun-14", 13:00 ,2014-06-21 10:00:00.000 -0300,Group F,1,Estadio Mineirao,Belo Horizonte ,Brazil,Argentina,IR Iran,,Argentina,IR Iran,false,1,,0,
"2cd1f211-7ad4-4688-6e9d-88aa42409c74",1986,"15-Jun-86", 12:00 ,1986-06-15 09:00:00.000 -0300,Round of 16,2,Estadio Azteca,Mexico City ,Mexico,Mexico,Bulgaria,,Mexico,Bulgaria,false,2,,0,
"2cf71b30-68b5-3138-f243-57b81079962d",1986,"18-Jun-86", 16:00 ,1986-06-18 13:00:00.000 -0300,Round of 16,2,Estadio Corregidora,Queretaro ,Mexico,Denmark,Spain,,Spain,Denmark,false,1,,5,
"2d11c9af-2c80-f170-563c-01b24b490a0a",1986,"3-Jun-86", 12:00 ,1986-06-03 09:00:00.000 -0300,Group D,1,Tres de Marzo,Guadalajara ,Mexico,Algeria,Northern Ireland,,,,false,1,,1,
"2d13bb2b-98d9-36d4-6b83-b17f805cccd7",1962,"30-May-62", 15:00 ,1962-05-30 12:00:00.000 -0300,Group 1,1,Carlos Dittborn,Arica ,Chile,Uruguay,Colombia,,Uruguay,Colombia,false,2,,1,
"2d87f28e-06a3-77b2-fa0c-46fa567ea4db",1974,"18-Jun-74", 19:30 ,1974-06-18 16:30:00.000 -0300,Group 2,1,Waldstadion,Frankfurt/Main ,Germany,Scotland,Brazil,,,,false,0,,0,
"2e62bad0-eb38-c398-c69d-b6decae9d41c",1978,"14-Jun-78", 13:45 ,1978-06-14 10:45:00.000 -0300,Group A,1,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Argentina,Germany FR,Italy,,,,false,0,,0,
"2ed0d6be-1dc7-1c22-6577-e47ba4653595",1990,"17-Jun-90", 21:00 ,1990-06-17 18:00:00.000 -0300,Group E,1,Marc Antonio Bentegodi,Verona ,Italy,Belgium,Uruguay,,Belgium,Uruguay,false,3,,1,
"2f3c623b-d70d-02ca-69c6-806d581c4e10",2010,"23-Jun-10", 20:30 ,2010-06-23 17:30:00.000 -0300,Group D,1,Soccer City Stadium,Johannesburg ,South Africa,Ghana,Germany,,Germany,Ghana,false,0,,1,
"2f5801a4-af22-3341-d39d-c43273ecbd26",2014,"25-Jun-14", 13:00 ,2014-06-25 10:00:00.000 -0300,Group F,1,Estadio Beira-Rio,Porto Alegre ,Brazil,Nigeria,Argentina,,Argentina,Nigeria,false,2,,3,
"2fa38ca6-5727-8620-d632-042298d69599",2006,"10-Jun-06", 21:00 ,2006-06-10 18:00:00.000 -0300,Group C,1,"FIFA World Cup Stadium, Hamburg",Hamburg ,Germany,Argentina,Cï¿½te d'Ivoire,,Argentina,Cï¿½te d'Ivoire,false,2,,1,
"302be3ae-45cf-f624-f95f-c37adcdc20de",2010,"24-Jun-10", 16:00 ,2010-06-24 13:00:00.000 -0300,Group F,1,Peter Mokaba Stadium,Polokwane ,South Africa,Paraguay,New Zealand,,,,false,0,,0,
"302cf9a8-b2f0-3547-484f-8a1cf13ef7ce",1978,"7-Jun-78", 16:45 ,1978-06-07 13:45:00.000 -0300,Group 4,1,San Martin,Mendoza ,Argentina,Netherlands,Peru,,,,false,0,,0,
"3042d5a6-34d2-27e3-a2c3-d6e25be3d6b1",1970,"21-Jun-70", 12:00 ,1970-06-21 09:00:00.000 -0300,Final,5,Estadio Azteca,Mexico City ,Mexico,Brazil,Italy,,Brazil,Italy,false,4,,1,
"30478ef3-fed9-e2d1-7a04-2eb707d66998",1990,"10-Jun-90", 21:00 ,1990-06-10 18:00:00.000 -0300,Group D,1,Giuseppe Meazza,Milan ,Italy,Germany FR,Yugoslavia,,Germany FR,Yugoslavia,false,4,,1,
"305127ee-15e4-58d3-80a2-0b7b448933f7",1982,"21-Jun-82", 17:15 ,1982-06-21 14:15:00.000 -0300,Group 4,1,Jose Zorrilla,Valladolid ,Spain,France,Kuwait,,France,Kuwait,false,4,,1,
"3076fab4-4ac8-3fac-25f9-bbec039b15f6",1950,"28-Jun-50", 15:00 ,1950-06-28 12:00:00.000 -0300,Group 1,1,Pacaembu,Sao Paulo ,Brazil,Brazil,Switzerland,,,,false,2,,2,
"308defe6-5fe4-b901-f4fc-4465e70b6c46",2006,"15-Jun-06", 15:00 ,2006-06-15 12:00:00.000 -0300,Group A,1,"FIFA World Cup Stadium, Hamburg",Hamburg ,Germany,Ecuador,Costa Rica,,Ecuador,Costa Rica,false,3,,0,
"310fa825-b146-effb-9e51-e17d87cfc0ea",1994,"24-Jun-94", 12:30 ,1994-06-24 09:30:00.000 -0300,Group E,1,Citrus Bowl,Orlando ,USA,Mexico,Republic of Ireland,,Mexico,Republic of Ireland,false,2,,1,
"311899f4-54e4-8020-7333-8b4a3af0246b",2014,"29-Jun-14", 13:00 ,2014-06-29 10:00:00.000 -0300,Round of 16,2,Estadio Castelao,Fortaleza ,Brazil,Netherlands,Mexico,,Netherlands,Mexico,false,2,,1,
"31f779b7-3b0d-15e8-c80a-ee5aeebc6f1d",2002,"6-Jun-02", 15:30 ,2002-06-06 12:30:00.000 -0300,Group A,1,Daegu World Cup Stadium,Daegu ,Korea/Japan,Denmark,Senegal,,,,false,1,,1,
"3290d4f6-8130-1f2c-2828-4ab672499c18",1930,"18-Jul-30", 14:30 ,1930-07-18 10:30:00.000 -0400,Group 3,1,Estadio Centenario,Montevideo ,Uruguay,Uruguay,Peru,,Uruguay,Peru,false,1,,0,
"32c0b7a2-7544-6384-4701-312c5968ae56",1994,"9-Jul-94", 12:00 ,1994-07-09 09:00:00.000 -0300,Quarter-finals,3,Foxboro Stadium,Boston ,USA,Italy,Spain,,Italy,Spain,false,2,,1,
"32e99ed1-cd0e-a35e-48a4-dc68dc41cbc2",2010,"22-Jun-10", 16:00 ,2010-06-22 13:00:00.000 -0300,Group A,1,Royal Bafokeng Sports Palace,Phokeng ,South Africa,Mexico,Uruguay,,Uruguay,Mexico,false,0,,1,
"33151fbd-47c5-545e-5409-e3101525f66a",1978,"2-Jun-78", 16:45 ,1978-06-02 13:45:00.000 -0300,Group 2,1,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Argentina,Tunisia,Mexico,,Tunisia,Mexico,false,3,,1,
"33eafdd0-ac31-af3e-988a-d88b9cfe5847",2014,"9-Jul-14", 17:00 ,2014-07-09 14:00:00.000 -0300,Semi-finals,4,Arena de Sao Paulo,Sao Paulo ,Brazil,Netherlands,Argentina,Argentina win on penalties (2 - 4) ,Argentina,Netherlands,true,0,2,0,4
"3402208b-84ac-5d19-12ab-6a9aa2bd0abf",2002,"18-Jun-02", 20:30 ,2002-06-18 17:30:00.000 -0300,Round of 16,2,Daejeon World Cup Stadium,Daejeon ,Korea/Japan,Korea Republic,Italy,Win on Golden Goal ,Korea Republic,Italy,false,2,,1,
"353faff6-7cf6-7939-ea89-136c86872e5f",1986,"28-Jun-86", 12:00 ,1986-06-28 09:00:00.000 -0300,Match for third place,1,Cuauhtemoc,Puebla ,Mexico,France,Belgium,France win after extra time ,France,Belgium,false,4,,2,
"357bdbaf-f7c2-237c-d46f-429e5ddb9b41",1998,"20-Jun-98", 21:00 ,1998-06-20 18:00:00.000 -0300,Group E,1,Stade Vï¿½lodrome,Marseilles ,France,Netherlands,Korea Republic,,Netherlands,Korea Republic,false,5,,0,
"358becbc-f23f-c5ce-b606-6f4bc09b2d32",1970,"14-Jun-70", 12:00 ,1970-06-14 09:00:00.000 -0300,Quarter-finals,3,Luis Dosal,Toluca ,Mexico,Italy,Mexico,,Italy,Mexico,false,4,,1,
"3590d08a-763f-16d7-60db-762d500e0909",1958,"28-Jun-58", 17:00 ,1958-06-28 14:00:00.000 -0300,Match for third place,1,Nya Ullevi,Gothenburg ,Sweden,France,Germany FR,,France,Germany FR,false,6,,3,
"35e046fa-3070-3a8c-ed6e-da7212b6b2d8",2014,"25-Jun-14", 17:00 ,2014-06-25 14:00:00.000 -0300,Group E,1,Estadio do Maracana,Rio De Janeiro ,Brazil,Ecuador,France,,,,false,0,,0,
"361e7f93-9145-9651-c7d0-e12624f624ef",1990,"26-Jun-90", 17:00 ,1990-06-26 14:00:00.000 -0300,Round of 16,2,Marc Antonio Bentegodi,Verona ,Italy,Spain,Yugoslavia,Yugoslavia win after extra time ,Yugoslavia,Spain,false,1,,2,
"36234666-4b78-bae3-9966-913e9ea655a7",1954,"20-Jun-54", 16:50 ,1954-06-20 13:50:00.000 -0300,Group 2,1,St. Jakob,Basel ,Switzerland,Hungary,Germany FR,,Hungary,Germany FR,false,8,,3,
"362791f6-d05f-f00f-1b16-05ee224c8067",1966,"30-Jul-66", 15:00 ,1966-07-30 11:00:00.000 -0400,Final,5,Wembley Stadium,London ,England,England,Germany FR,England win after extra time ,England,Germany FR,false,4,,2,
"362be225-a291-e958-571e-6ededd2f7d7b",1938,"5-Jun-38", 17:00 ,1938-06-05 13:00:00.000 -0400,First round,1,Stade Vï¿½lodrome,Marseilles ,France,Italy,Norway,Italy win after extra time ,Italy,Norway,false,2,,1,
"362c3508-8b21-f59d-abdd-26abe853e242",2006,"27-Jun-06", 21:00 ,2006-06-27 18:00:00.000 -0300,Round of 16,2,"FIFA World Cup Stadium, Hanover",Hanover ,Germany,Spain,France,,France,Spain,false,1,,3,
"3639820e-7911-becd-45ae-2f490c670b28",1934,"10-Jun-34", 17:30 ,1934-06-10 13:30:00.000 -0400,Final,5,Nazionale PNF,Rome ,Italy,Italy,Czechoslovakia,Italy win after extra time ,Italy,Czechoslovakia,false,2,,1,
"367e5327-dd4c-5812-8358-02c323833039",2006,"22-Jun-06", 21:00 ,2006-06-22 18:00:00.000 -0300,Group F,1,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,Croatia,Australia,,,,false,2,,2,
"373e6c51-396f-2d1d-a0a4-bcafb5561bf8",1954,"16-Jun-54", 18:00 ,1954-06-16 15:00:00.000 -0300,Group 3,1,Hardturm,Zurich ,Switzerland,Austria,Scotland,,Austria,Scotland,false,1,,0,
"37c39874-a068-d55d-7755-d820ac717f6a",2006,"19-Jun-06", 15:00 ,2006-06-19 12:00:00.000 -0300,Group G,1,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,Togo,Switzerland,,Switzerland,Togo,false,0,,2,
"37ee2967-7b3c-9cfa-fe88-eb31a3be3a47",1986,"3-Jun-86", 12:00 ,1986-06-03 09:00:00.000 -0300,Group B,1,Estadio Azteca,Mexico City ,Mexico,Belgium,Mexico,,Mexico,Belgium,false,1,,2,
"38777bf0-5db0-b476-05e4-7112ed5e07e1",1970,"14-Jun-70", 12:00 ,1970-06-14 09:00:00.000 -0300,Quarter-finals,3,Nou Camp - Estadio Leï¿½n,Leon ,Mexico,Germany FR,England,Germany FR win after extra time ,Germany FR,England,false,3,,2,
"393630f4-c35e-842d-562a-d6bbd979dbee",1998,"15-Jun-98", 17:30 ,1998-06-15 14:30:00.000 -0300,Group G,1,Stade de Gerland,Lyon ,France,Romania,Colombia,,Romania,Colombia,false,1,,0,
"396498be-c3fa-50b9-b47d-8919ec26cc5d",1934,"27-May-34", 16:30 ,1934-05-27 12:30:00.000 -0400,Preliminary round,1,Giorgio Ascarelli,Naples ,Italy,Hungary,Egypt,,Hungary,Egypt,false,4,,2,
"39d2a461-e8e6-324e-a741-c5f00699c709",2014,"23-Jun-14", 13:00 ,2014-06-23 10:00:00.000 -0300,Group B,1,Arena da Baixada,Curitiba ,Brazil,Australia,Spain,,Spain,Australia,false,0,,3,
"39d8bffe-94a9-7d6f-37e9-93041670b3c0",1930,"19-Jul-30", 12:50 ,1930-07-19 08:50:00.000 -0400,Group 1,1,Estadio Centenario,Montevideo ,Uruguay,Chile,France,,Chile,France,false,1,,0,
"39e76727-c18c-b987-3e46-47a31f97e05d",2010,"17-Jun-10", 20:30 ,2010-06-17 17:30:00.000 -0300,Group A,1,Peter Mokaba Stadium,Polokwane ,South Africa,France,Mexico,,Mexico,France,false,0,,2,
"39fa64a4-6096-858c-960e-64eb5efd01be",1990,"16-Jun-90", 21:00 ,1990-06-16 18:00:00.000 -0300,Group C,1,Luigi Ferraris,Genoa ,Italy,Sweden,Scotland,,Scotland,Sweden,false,1,,2,
"3a21d9f7-ba4e-66b3-64f7-8d584dea93a4",1990,"21-Jun-90", 21:00 ,1990-06-21 18:00:00.000 -0300,Group F,1,Della Favorita,Palermo ,Italy,Republic of Ireland,Netherlands,,,,false,1,,1,
"3b3be086-9faf-225a-d060-8cdb7fa993d8",2002,"15-Jun-02", 20:30 ,2002-06-15 17:30:00.000 -0300,Round of 16,2,Niigata Stadium Big Swan,Niigata ,Korea/Japan,Denmark,England,,England,Denmark,false,0,,3,
"3b4b925c-e10d-f228-fcf4-c65c8bea20d8",1986,"4-Jun-86", 12:00 ,1986-06-04 09:00:00.000 -0300,Group E,1,Estadio Corregidora,Queretaro ,Mexico,Uruguay,Germany FR,,,,false,1,,1,
"3b4d8a70-5ac5-b45b-305b-c495d86c3f1d",2006,"22-Jun-06", 16:00 ,2006-06-22 13:00:00.000 -0300,Group E,1,"FIFA World Cup Stadium, Hamburg",Hamburg ,Germany,Czech Republic,Italy,,Italy,Czech Republic,false,0,,2,
"3b55f261-7df4-7e54-e762-6548735f80e2",2006,"1-Jul-06", 17:00 ,2006-07-01 14:00:00.000 -0300,Quarter-finals,3,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Germany,England,Portugal,Portugal win on penalties (1 - 3) ,Portugal,England,true,0,1,0,3
"3b868b27-97ea-4ba6-442e-582b0bd4659b",1986,"9-Jun-86", 12:00 ,1986-06-09 09:00:00.000 -0300,Group C,1,Nou Camp - Estadio Leï¿½n,Leon ,Mexico,Hungary,France,,France,Hungary,false,0,,3,
"3bccfb16-620b-797b-f6cd-2e4c3a6c6018",2014,"20-Jun-14", 13:00 ,2014-06-20 10:00:00.000 -0300,Group D,1,Arena Pernambuco,Recife ,Brazil,Italy,Costa Rica,,Costa Rica,Italy,false,0,,1,
"3c330143-53f4-3bd0-1292-1dc512e63a31",2014,"21-Jun-14", 16:00 ,2014-06-21 13:00:00.000 -0300,Group G,1,Estadio Castelao,Fortaleza ,Brazil,Germany,Ghana,,,,false,2,,2,
"3cc06cb3-9263-779a-92d3-6c9ec50815ad",1998,"28-Jun-98", 16:30 ,1998-06-28 13:30:00.000 -0300,Round of 16,2,Stade Felix Bollaert,Lens ,France,France,Paraguay,France win after extra time ,France,Paraguay,false,1,,0,
"3ce2c56d-c6ba-75cf-1704-17ae415c644f",1954,"3-Jul-54", 17:00 ,1954-07-03 14:00:00.000 -0300,Match for third place,1,Hardturm,Zurich ,Switzerland,Austria,Uruguay,,Austria,Uruguay,false,3,,1,
"3cf3282d-7a63-6114-d3e7-ae494ca0560d",1998,"23-Jun-98", 21:00 ,1998-06-23 18:00:00.000 -0300,Group A,1,Stade Vï¿½lodrome,Marseilles ,France,Brazil,Norway,,Norway,Brazil,false,1,,2,
"3d529b66-b256-eac3-c85e-7f34b250fb57",1954,"17-Jun-54", 18:00 ,1954-06-17 15:00:00.000 -0300,Group 2,1,Wankdorf Stadium,Berne ,Switzerland,Germany FR,Turkey,,Germany FR,Turkey,false,4,,1,
"3d567061-5ab7-6f76-eb9e-053d07a5ac5a",2010,"29-Jun-10", 16:00 ,2010-06-29 13:00:00.000 -0300,Round of 16,2,Loftus Versfeld Stadium,Tshwane/Pretoria ,South Africa,Paraguay,Japan,Paraguay win on penalties (5 - 3) ,Paraguay,Japan,true,0,5,0,3
"3d716026-5913-31a7-3ff8-ccb9e1b9b7ea",2002,"13-Jun-02", 20:30 ,2002-06-13 17:30:00.000 -0300,Group G,1,International Stadium Yokohama,Yokohama ,Korea/Japan,Ecuador,Croatia,,Ecuador,Croatia,false,1,,0,
"3e1956a6-b4ec-4961-878c-87cb54464fbd",1970,"2-Jun-70", 16:00 ,1970-06-02 13:00:00.000 -0300,Group 4,1,Nou Camp - Estadio Leï¿½n,Leon ,Mexico,Peru,Bulgaria,,Peru,Bulgaria,false,3,,2,
"3e27d56f-5d5e-c51c-18cb-61f7baae1762",1998,"23-Jun-98", 21:00 ,1998-06-23 18:00:00.000 -0300,Group A,1,Stade Geoffroy Guichard,Saint-Etienne ,France,Scotland,Morocco,,Morocco,Scotland,false,0,,3,
"3e56db45-cdf8-5b8e-a701-219e8710d75c",2010,"14-Jun-10", 13:30 ,2010-06-14 10:30:00.000 -0300,Group E,1,Soccer City Stadium,Johannesburg ,South Africa,Netherlands,Denmark,,Netherlands,Denmark,false,2,,0,
"3e71b371-e5f3-70e7-0bbc-e33ada7457a3",1998,"25-Jun-98", 21:00 ,1998-06-25 18:00:00.000 -0300,Group F,1,La Beaujoire,Nantes ,France,USA,Yugoslavia,,Yugoslavia,USA,false,0,,1,
"3e84a3f9-134a-4462-4f1a-00d8d8295c41",1982,"21-Jun-82", 17:15 ,1982-06-21 14:15:00.000 -0300,Group 2,1,Carlos Tartiere,Oviedo ,Spain,Algeria,Austria,,Austria,Algeria,false,0,,2,
"3e9ec4cf-64d4-7920-ed84-55be0f0183a9",1998,"15-Jun-98", 21:00 ,1998-06-15 18:00:00.000 -0300,Group F,1,Parc des Princes,Paris ,France,Germany,USA,,Germany,USA,false,2,,0,
"3ea8428a-6059-5178-916f-92c43fe93501",1978,"10-Jun-78", 19:15 ,1978-06-10 16:15:00.000 -0300,Group 1,1,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Argentina,Italy,Argentina,,Italy,Argentina,false,1,,0,
"3eb9cfef-51e3-ea7f-87a3-783bc29e686b",1930,"22-Jul-30", 14:45 ,1930-07-22 10:45:00.000 -0400,Group 1,1,Estadio Centenario,Montevideo ,Uruguay,Argentina,Chile,,Argentina,Chile,false,3,,1,
"3ebb385e-807f-de76-67ea-c8055f03942b",1994,"2-Jul-94", 16:30 ,1994-07-02 13:30:00.000 -0300,Round of 16,2,RFK Stadium,Washington Dc ,USA,Spain,Switzerland,,Spain,Switzerland,false,3,,0,
"3ee7da95-a469-4ba4-9d06-8beda08165d4",1994,"24-Jun-94", 19:30 ,1994-06-24 16:30:00.000 -0300,Group B,1,Pontiac Silverdome,Detroit ,USA,Sweden,Russia,,Sweden,Russia,false,3,,1,
