"uuid","event_year","event_date","event_time","event_datetime","round","round_number","stadium","city","country","home_team","away_team","observation","winner_team","loser_team","penalty_definition","home_goals","home_goals_in_penalties","away_goals","away_goals_in_penalties"
"5d9bd694-9466-38ab-aeb9-a282893d8513",1998,"26-Jun-98", 21:00 ,1998-06-26 18:00:00.000 -0300,Group G,1,Stade Felix Bollaert,Lens ,France,Colombia,England,,England,Colombia,false,0,,2,
"5e4ed53d-2133-5d9e-c1fa-b1b23cff2b51",1994,"26-Jun-94", 12:30 ,1994-06-26 09:30:00.000 -0300,Group D,1,Soldier Field,Chicago ,USA,Bulgaria,Greece,,Bulgaria,Greece,false,4,,0,
"5eb6e291-cb12-b779-27c4-a182de2e0343",1982,"23-Jun-82", 17:15 ,1982-06-23 14:15:00.000 -0300,Group 1,1,Estadio Municipal de Balaï¿½dos,Vigo ,Spain,Italy,Cameroon,,,,false,1,,1,
"5f30c30a-1e0d-c310-24ff-58c007f6690a",2006,"9-Jul-06", 20:00 ,2006-07-09 17:00:00.000 -0300,Final,5,Olympiastadion,Berlin ,Germany,Italy,France,Italy win on penalties (5 - 3) ,Italy,France,true,1,5,1,3
"5f3ad6cf-09b8-16b8-65d7-54e45abbb86d",1994,"26-Jun-94", 16:00 ,1994-06-26 13:00:00.000 -0300,Group A,1,Rose Bowl,Los Angeles ,USA,USA,Romania,,Romania,USA,false,0,,1,
"5f415e12-25f8-dd42-c4b7-91f9e3d6a09f",2006,"22-Jun-06", 21:00 ,2006-06-22 18:00:00.000 -0300,Group F,1,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,Japan,Brazil,,Brazil,Japan,false,1,,4,
"5f843b52-d75a-bc55-e63e-c70ae616ecbd",1966,"15-Jul-66", 19:30 ,1966-07-15 15:30:00.000 -0400,Group 2,1,Hillsborough,Sheffield ,England,Spain,Switzerland,,Spain,Switzerland,false,2,,1,
"5ff693eb-bf96-8627-4443-345dc021b06b",1958,"15-Jun-58", 19:00 ,1958-06-15 16:00:00.000 -0300,Group 4,1,Ryavallen,Boras ,Sweden,England,Austria,,,,false,2,,2,
"603ce96d-2db7-0eb6-2b54-12afc47379da",1974,"26-Jun-74", 19:30 ,1974-06-26 16:30:00.000 -0300,Group B,1,Neckarstadion,Stuttgart ,Germany,Sweden,Poland,,Poland,Sweden,false,0,,1,
"61017fba-6440-a5b7-71d0-8d5ad56aec6c",1978,"3-Jun-78", 13:45 ,1978-06-03 10:45:00.000 -0300,Group 3,1,Estadio Josï¿½ Marï¿½a Minella,Mar Del Plata ,Argentina,Sweden,Brazil,,,,false,1,,1,
"614b9dbd-7cf1-79ff-fd01-50c75cc14226",1962,"30-May-62", 15:00 ,1962-05-30 12:00:00.000 -0300,Group 3,1,Estadio Sausalito,Vina Del Mar ,Chile,Brazil,Mexico,,Brazil,Mexico,false,2,,0,
"61ae4f53-6226-3136-f217-28a3324c4ed7",2014,"25-Jun-14", 13:00 ,2014-06-25 10:00:00.000 -0300,Group F,1,Arena Fonte Nova,Salvador ,Brazil,Bosnia and Herzegovina,IR Iran,,Bosnia and Herzegovina,IR Iran,false,3,,1,
"61da5241-e544-6036-8e12-9d3d69597867",1954,"17-Jun-54", 17:50 ,1954-06-17 14:50:00.000 -0300,Group 4,1,La Pontaise,Lausanne ,Switzerland,Switzerland,Italy,,Switzerland,Italy,false,2,,1,
"62b2f0a8-a689-9bd0-d7cc-1a3a19e046a1",2006,"1-Jul-06", 21:00 ,2006-07-01 18:00:00.000 -0300,Quarter-finals,3,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Germany,Brazil,France,,France,Brazil,false,0,,1,
"62c741c4-0830-8e35-5323-9acd0dfbbe10",2006,"14-Jun-06", 21:00 ,2006-06-14 18:00:00.000 -0300,Group A,1,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,Germany,Poland,,Germany,Poland,false,1,,0,
"634ba357-8d79-5da3-b12d-4d4263e1f560",1998,"8-Jul-98", 21:00 ,1998-07-08 18:00:00.000 -0300,Semi-finals,4,Stade de France,Saint-Denis ,France,France,Croatia,,France,Croatia,false,2,,1,
"63815bbe-debc-7ef1-70b7-0397161eeee5",1986,"31-May-86", 12:00 ,1986-05-31 09:00:00.000 -0300,Group A,1,Estadio Azteca,Mexico City ,Mexico,Bulgaria,Italy,,,,false,1,,1,
"639c52e3-072b-f8c0-ecc4-03616ec76f05",1930,"30-Jul-30", 14:15 ,1930-07-30 10:15:00.000 -0400,Final,5,Estadio Centenario,Montevideo ,Uruguay,Uruguay,Argentina,,Uruguay,Argentina,false,4,,2,
"639d0f23-095f-cb94-016e-dd74bb3f8cfd",2002,"12-Jun-02", 15:30 ,2002-06-12 12:30:00.000 -0300,Group F,1,Osaka Nagai Stadium,Osaka ,Korea/Japan,Nigeria,England,,,,false,0,,0,
"63eb0ab2-bcb8-7ed4-69b2-a6df496ccd28",2014,"19-Jun-14", 13:00 ,2014-06-19 10:00:00.000 -0300,Group C,1,Estadio Nacional,Brasilia ,Brazil,Colombia,Cï¿½te d'Ivoire,,Colombia,Cï¿½te d'Ivoire,false,2,,1,
"64346027-5e0e-5e7d-fd2c-014f4722c26d",1990,"17-Jun-90", 17:00 ,1990-06-17 14:00:00.000 -0300,Group F,1,Della Favorita,Palermo ,Italy,Republic of Ireland,Egypt,,,,false,0,,0,
"643574d3-5201-3f3a-3096-546b1e96e177",1974,"3-Jul-74", 17:00 ,1974-07-03 14:00:00.000 -0300,Group B,1,Waldstadion,Frankfurt/Main ,Germany,Poland,Germany FR,,Germany FR,Poland,false,0,,1,
"64359e80-e694-f1a0-1d85-5b7c9899f473",1982,"23-Jun-82", 21:00 ,1982-06-23 18:00:00.000 -0300,Group 6,1,Benito Villamarin,Seville ,Spain,Brazil,New Zealand,,Brazil,New Zealand,false,4,,0,
"645bd7d6-7bab-b6a7-db96-96c52c30c545",1950,"13-Jul-50", 15:00 ,1950-07-13 12:00:00.000 -0300,Group 6,1,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Rio De Janeiro ,Brazil,Brazil,Spain,,Brazil,Spain,false,6,,1,
"64b49e8f-0b03-e2ef-2fcb-dfd275966b74",1982,"2-Jul-82", 21:00 ,1982-07-02 18:00:00.000 -0300,Group 2,1,Santiago Bernabeu,Madrid ,Spain,Germany FR,Spain,,Germany FR,Spain,false,2,,1,
"64e483f1-fa4e-a886-9680-83e2fe87ed01",2002,"7-Jun-02", 20:30 ,2002-06-07 17:30:00.000 -0300,Group F,1,Sapporo Dome,Sapporo ,Korea/Japan,Argentina,England,,England,Argentina,false,0,,1,
"64f1dd73-0f6d-bde4-79d5-fb40967d5618",1994,"28-Jun-94", 12:30 ,1994-06-28 09:30:00.000 -0300,Group E,1,Giants Stadium,New York/New Jersey ,USA,Republic of Ireland,Norway,,,,false,0,,0,
"6516232f-afdc-33e2-254c-a4646a2dac3f",1954,"19-Jun-54", 16:50 ,1954-06-19 13:50:00.000 -0300,Group 3,1,St. Jakob,Basel ,Switzerland,Uruguay,Scotland,,Uruguay,Scotland,false,7,,0,
"654ba911-24ee-f96c-f7f0-dfc03fbcc9ff",1954,"26-Jun-54", 17:00 ,1954-06-26 14:00:00.000 -0300,Quarter-finals,3,La Pontaise,Lausanne ,Switzerland,Austria,Switzerland,,Austria,Switzerland,false,7,,5,
"6560684c-14cf-6fbf-094f-0f59542b6586",1962,"7-Jun-62", 15:00 ,1962-06-07 12:00:00.000 -0300,Group 1,1,Carlos Dittborn,Arica ,Chile,Yugoslavia,Colombia,,Yugoslavia,Colombia,false,5,,0,
"6560796e-f189-921f-04cb-2647e8729cdf",1998,"10-Jun-98", 17:30 ,1998-06-10 14:30:00.000 -0300,Group A,1,Stade de France,Saint-Denis ,France,Brazil,Scotland,,Brazil,Scotland,false,2,,1,
"663e2858-7373-7895-98ae-0308368a5aba",1962,"3-Jun-62", 15:00 ,1962-06-03 12:00:00.000 -0300,Group 4,1,Estadio El Teniente-Codelco,Rancagua ,Chile,Hungary,Bulgaria,,Hungary,Bulgaria,false,6,,1,
"664aa392-7ea4-6e4d-97eb-216c51b6dd9b",2014,"14-Jun-14", 18:00 ,2014-06-14 15:00:00.000 -0300,Group D,1,Arena Amazonia,Manaus ,Brazil,England,Italy,,Italy,England,false,1,,2,
"674eb319-4a20-575d-c834-70cf5bee944a",1982,"24-Jun-82", 17:15 ,1982-06-24 14:15:00.000 -0300,Group 4,1,Jose Zorrilla,Valladolid ,Spain,France,Czechoslovakia,,,,false,1,,1,
"68a7d9c7-4389-868b-aa28-6ad84d4987b2",2010,"21-Jun-10", 20:30 ,2010-06-21 17:30:00.000 -0300,Group H,1,Ellis Park Stadium,Johannesburg ,South Africa,Spain,Honduras,,Spain,Honduras,false,2,,0,
"68dc43e6-89b2-1a94-07eb-3ff38c5ac6bd",1986,"11-Jun-86", 16:00 ,1986-06-11 13:00:00.000 -0300,Group F,1,Tres de Marzo,Guadalajara ,Mexico,Portugal,Morocco,,Morocco,Portugal,false,1,,3,
"6913b93b-6d6b-d4ba-2ca8-e258276a51ce",1974,"23-Jun-74", 16:00 ,1974-06-23 13:00:00.000 -0300,Group 4,1,Neckarstadion,Stuttgart ,Germany,Poland,Italy,,Poland,Italy,false,2,,1,
"69a03805-9766-2ec9-6464-9e13e6112c15",2014,"16-Jun-14", 19:00 ,2014-06-16 16:00:00.000 -0300,Group G,1,Estadio das Dunas,Natal ,Brazil,Ghana,USA,,USA,Ghana,false,1,,2,
"6a064d83-e294-f477-66c8-0fdc885330b5",1994,"17-Jul-94", 12:30 ,1994-07-17 09:30:00.000 -0300,Final,5,Rose Bowl,Los Angeles ,USA,Brazil,Italy,Brazil win on penalties (3 - 2) ,Brazil,Italy,true,0,3,0,2
"6a4ed938-5f24-0c4e-c12b-706540a86289",1982,"8-Jul-82", 17:15 ,1982-07-08 14:15:00.000 -0300,Semi-finals,4,Camp Nou,Barcelona ,Spain,Poland,Italy,,Italy,Poland,false,0,,2,
"6aa75555-fc92-d1e5-f43f-5e984f77d077",1998,"18-Jun-98", 21:00 ,1998-06-18 18:00:00.000 -0300,Group C,1,Stade de France,Saint-Denis ,France,France,Saudi Arabia,,France,Saudi Arabia,false,4,,0,
"6ab237dd-88b0-a31d-c1dc-e451414cd5b1",1990,"16-Jun-90", 17:00 ,1990-06-16 14:00:00.000 -0300,Group C,1,Stadio delle Alpi,Turin ,Italy,Brazil,Costa Rica,,Brazil,Costa Rica,false,1,,0,
"6b219478-de33-4762-6619-34572188ee42",1982,"14-Jun-82", 17:15 ,1982-06-14 14:15:00.000 -0300,Group 1,1,Estadio Municipal de Balaï¿½dos,Vigo ,Spain,Italy,Poland,,,,false,0,,0,
"6b7d5bfa-c8f6-6b76-4955-6f7946b1cc9f",1990,"7-Jul-90", 20:00 ,1990-07-07 17:00:00.000 -0300,Match for third place,1,Stadio San Nicola,Bari ,Italy,Italy,England,,Italy,England,false,2,,1,
"6c3885d1-e0c7-52b8-baba-9e4067cdafc7",1998,"23-Jun-98", 16:00 ,1998-06-23 13:00:00.000 -0300,Group B,1,La Beaujoire,Nantes ,France,Chile,Cameroon,,,,false,1,,1,
"6c9a2cea-3464-4de8-cbd8-512da0ddfac4",1998,"19-Jun-98", 21:00 ,1998-06-19 18:00:00.000 -0300,Group D,1,Stade Geoffroy Guichard,Saint-Etienne ,France,Spain,Paraguay,,,,false,0,,0,
"6d7f0d10-4831-5426-dd59-423cc03bac47",1970,"10-Jun-70", 16:00 ,1970-06-10 13:00:00.000 -0300,Group 3,1,Jalisco,Guadalajara ,Mexico,Brazil,Romania,,Brazil,Romania,false,3,,2,
"6d994f36-e8f1-9ff2-a18f-66ad84e4012e",2006,"30-Jun-06", 21:00 ,2006-06-30 18:00:00.000 -0300,Quarter-finals,3,"FIFA World Cup Stadium, Hamburg",Hamburg ,Germany,Italy,Ukraine,,Italy,Ukraine,false,3,,0,
"6dc5af14-1bfb-ca45-f5cf-dbf9ec6bdcff",1990,"11-Jun-90", 17:00 ,1990-06-11 14:00:00.000 -0300,Group C,1,Luigi Ferraris,Genoa ,Italy,Costa Rica,Scotland,,Costa Rica,Scotland,false,1,,0,
"6e878c76-4e96-7ef3-0764-386792db1511",2006,"16-Jun-06", 18:00 ,2006-06-16 15:00:00.000 -0300,Group C,1,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,Netherlands,Cï¿½te d'Ivoire,,Netherlands,Cï¿½te d'Ivoire,false,2,,1,
"6ed2a715-824a-e917-4260-d342092d4a98",1950,"9-Jul-50", 15:00 ,1950-07-09 12:00:00.000 -0300,Group 6,1,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Rio De Janeiro ,Brazil,Brazil,Sweden,,Brazil,Sweden,false,7,,1,
"6ee2558d-70bf-5a31-00d2-fa46484163a1",1978,"11-Jun-78", 13:45 ,1978-06-11 10:45:00.000 -0300,Group 3,1,Jose Amalfitani,Buenos Aires ,Argentina,Spain,Sweden,,Spain,Sweden,false,1,,0,
"6f068220-2dfe-378b-e3ad-72cf699d7d1a",2014,"25-Jun-14", 16:00 ,2014-06-25 13:00:00.000 -0300,Group E,1,Arena Amazonia,Manaus ,Brazil,Honduras,Switzerland,,Switzerland,Honduras,false,0,,3,
"6fac8f1e-8114-94b5-d379-1734e45c7c8e",1958,"11-Jun-58", 19:00 ,1958-06-11 16:00:00.000 -0300,Group 1,1,Orjans Vall,Halmstad ,Sweden,Argentina,Northern Ireland,,Argentina,Northern Ireland,false,3,,1,
"6fb433a8-8f49-d33e-b251-a8adcd3b8cc1",1994,"29-Jun-94", 12:30 ,1994-06-29 09:30:00.000 -0300,Group F,1,Citrus Bowl,Orlando ,USA,Morocco,Netherlands,,Netherlands,Morocco,false,1,,2,
"6fb764d6-7b8b-2fa2-29aa-609cce04919d",2010,"15-Jun-10", 16:00 ,2010-06-15 13:00:00.000 -0300,Group G,1,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,Cï¿½te d'Ivoire,Portugal,,,,false,0,,0,
"7001dee8-eb9d-045b-efec-2f48457d6dd1",1982,"18-Jun-82", 21:00 ,1982-06-18 18:00:00.000 -0300,Group 6,1,Benito Villamarin,Seville ,Spain,Brazil,Scotland,,Brazil,Scotland,false,4,,1,
"707763b0-9567-00dd-3a3e-5b9842bca4b2",2014,"23-Jun-14", 13:00 ,2014-06-23 10:00:00.000 -0300,Group B,1,Arena de Sao Paulo,Sao Paulo ,Brazil,Netherlands,Chile,,Netherlands,Chile,false,2,,0,
"71255d11-7929-5395-bff2-7410f7c25f88",1974,"23-Jun-74", 16:00 ,1974-06-23 13:00:00.000 -0300,Group 3,1,Westfalenstadion,Dortmund ,Germany,Bulgaria,Netherlands,,Netherlands,Bulgaria,false,1,,4,
"714b56c5-836c-caa6-897e-c58de1f4bad1",1982,"21-Jun-82", 21:00 ,1982-06-21 18:00:00.000 -0300,Group 5,1,La Romareda,Zaragoza ,Spain,Honduras,Northern Ireland,,,,false,1,,1,
"717c6c51-cb40-db81-a6fa-4d5d4e0f6888",1962,"6-Jun-62", 15:00 ,1962-06-06 12:00:00.000 -0300,Group 2,1,Nacional,Santiago De Chile ,Chile,Germany FR,Chile,,Germany FR,Chile,false,2,,0,
"71ad02d3-dd49-0533-3f86-6a233de91d37",1986,"7-Jun-86", 12:00 ,1986-06-07 09:00:00.000 -0300,Group B,1,Estadio Azteca,Mexico City ,Mexico,Mexico,Paraguay,,,,false,1,,1,
"71cebb08-c88f-157a-d2ae-51083b9a8c40",1966,"16-Jul-66", 15:00 ,1966-07-16 11:00:00.000 -0400,Group 3,1,Old Trafford Stadium,Manchester ,England,Portugal,Bulgaria,,Portugal,Bulgaria,false,3,,0,
"71ff2f8e-6121-9ed7-5a9c-0d67a5a7b9bc",1982,"13-Jun-82", 20:00 ,1982-06-13 17:00:00.000 -0300,Group 3,1,Camp Nou,Barcelona ,Spain,Argentina,Belgium,,Belgium,Argentina,false,0,,1,
"72952e9b-957c-6eaa-4e4a-ff875f50e8ec",1994,"4-Jul-94", 12:00 ,1994-07-04 09:00:00.000 -0300,Round of 16,2,Citrus Bowl,Orlando ,USA,Netherlands,Republic of Ireland,,Netherlands,Republic of Ireland,false,2,,0,
"72db8f19-9cc9-ea53-0ca1-0f8770712463",1998,"24-Jun-98", 21:00 ,1998-06-24 18:00:00.000 -0300,Group D,1,Stade Municipal,Toulouse ,France,Nigeria,Paraguay,,Paraguay,Nigeria,false,1,,3,
"73dc005f-d2ce-7c94-d391-9bdc24fd6ac4",1934,"27-May-34", 16:30 ,1934-05-27 12:30:00.000 -0400,Preliminary round,1,Nazionale PNF,Rome ,Italy,Italy,USA,,Italy,USA,false,7,,1,
"74257114-1d6f-1196-7bb4-b4c3597c8bf8",1966,"15-Jul-66", 19:30 ,1966-07-15 15:30:00.000 -0400,Group 4,1,Ayresome Park,Middlesbrough ,England,Korea DPR,Chile,,,,false,1,,1,
"748e0e0e-ad06-d242-ebae-bb6efe4a3f50",1958,"11-Jun-58", 19:00 ,1958-06-11 16:00:00.000 -0300,Group 2,1,Idrottsparken,Norrkï¿½Ping ,Sweden,Paraguay,Scotland,,Paraguay,Scotland,false,3,,2,
"74ab0b03-8320-67e2-2ed3-0016035bd959",1934,"27-May-34", 16:30 ,1934-05-27 12:30:00.000 -0400,Preliminary round,1,Luigi Ferraris,Genoa ,Italy,Spain,Brazil,,Spain,Brazil,false,3,,1,
"75f0e8b2-8ccb-c94c-0738-2b32325a19e8",1986,"10-Jun-86", 12:00 ,1986-06-10 09:00:00.000 -0300,Group A,1,Cuauhtemoc,Puebla ,Mexico,Korea Republic,Italy,,Italy,Korea Republic,false,2,,3,
"7638ac8a-055f-166f-651a-d8c3e8b75e0b",1990,"12-Jun-90", 21:00 ,1990-06-12 18:00:00.000 -0300,Group F,1,Della Favorita,Palermo ,Italy,Netherlands,Egypt,,,,false,1,,1,
"7675ee6c-6c2d-a9a2-13b5-852138cac6c3",1970,"3-Jun-70", 16:00 ,1970-06-03 13:00:00.000 -0300,Group 1,1,Estadio Azteca,Mexico City ,Mexico,Belgium,El Salvador,,Belgium,El Salvador,false,3,,0,
"76dab8df-9f10-d30e-5c74-5ac204c97aea",1982,"17-Jun-82", 21:00 ,1982-06-17 18:00:00.000 -0300,Group 5,1,La Romareda,Zaragoza ,Spain,Yugoslavia,Northern Ireland,,,,false,0,,0,
"775370f7-62f9-576c-2703-bf3946d98785",2006,"8-Jul-06", 21:00 ,2006-07-08 18:00:00.000 -0300,Third place,4,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,Germany,Portugal,,Germany,Portugal,false,3,,1,
"77d6a73a-dc37-b50f-0472-f379bc23d95e",1974,"19-Jun-74", 19:30 ,1974-06-19 16:30:00.000 -0300,Group 3,1,Westfalenstadion,Dortmund ,Germany,Netherlands,Sweden,,,,false,0,,0,
"78090dc6-7929-74d7-c806-111c75a665ff",1982,"20-Jun-82", 17:15 ,1982-06-20 14:15:00.000 -0300,Group 4,1,San Mames,Bilbao ,Spain,England,Czechoslovakia,,England,Czechoslovakia,false,2,,0,
"7842b3e3-e37b-ebbe-8af8-2bd85360df85",1998,"25-Jun-98", 16:00 ,1998-06-25 13:00:00.000 -0300,Group E,1,Parc des Princes,Paris ,France,Belgium,Korea Republic,,,,false,1,,1,
"78bcc4ee-f0d0-2a76-a55c-45daf3a4f2e1",2006,"13-Jun-06", 18:00 ,2006-06-13 15:00:00.000 -0300,Group G,1,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,France,Switzerland,,,,false,0,,0,
"78bebbb2-f563-cd41-cfd2-629743810043",1998,"11-Jun-98", 21:00 ,1998-06-11 18:00:00.000 -0300,Group B,1,Stade Municipal,Toulouse ,France,Cameroon,Austria,,,,false,1,,1,
"7973eec3-510b-a7b9-e2b4-b31dc3f09e1e",1962,"31-May-62", 15:00 ,1962-05-31 12:00:00.000 -0300,Group 1,1,Carlos Dittborn,Arica ,Chile,Soviet Union,Yugoslavia,,Soviet Union,Yugoslavia,false,2,,0,
"79747166-d109-1d9d-6d16-98eabf9cddf1",1958,"11-Jun-58", 19:00 ,1958-06-11 16:00:00.000 -0300,Group 4,1,Nya Ullevi,Gothenburg ,Sweden,Brazil,England,,,,false,0,,0,
"79b53075-bcf0-4edf-c69a-9adc03a9b143",1990,"13-Jun-90", 21:00 ,1990-06-13 18:00:00.000 -0300,Group B,1,San Paolo,Naples ,Italy,Argentina,Soviet Union,,Argentina,Soviet Union,false,2,,0,
"7a7db07b-d491-f39a-136a-bc7656589bbd",1970,"10-Jun-70", 16:00 ,1970-06-10 13:00:00.000 -0300,Group 1,1,Estadio Azteca,Mexico City ,Mexico,Soviet Union,El Salvador,,Soviet Union,El Salvador,false,2,,0,
"7af2a314-1294-1fb3-aa6f-8df3f9160489",2006,"18-Jun-06", 21:00 ,2006-06-18 18:00:00.000 -0300,Group G,1,Zentralstadion,Leipzig ,Germany,France,Korea Republic,,,,false,1,,1,
"7af43aa6-9b67-9464-f5b3-9de74424811f",1986,"21-Jun-86", 12:00 ,1986-06-21 09:00:00.000 -0300,Quarter-finals,3,Jalisco,Guadalajara ,Mexico,Brazil,France,France win on penalties (3 - 4) ,France,Brazil,true,1,3,1,4
"7bac0598-1cf1-bf8f-e611-263c98304cd5",2014,"30-Jun-14", 17:00 ,2014-06-30 14:00:00.000 -0300,Round of 16,2,Estadio Beira-Rio,Porto Alegre ,Brazil,Germany,Algeria,Germany win after extra time ,Germany,Algeria,false,2,,1,
"7bccf46b-971e-c272-19af-11731cc90d69",1950,"2-Jul-50", 15:00 ,1950-07-02 12:00:00.000 -0300,Group 2,1,Ilha do Retiro,Recife ,Brazil,Chile,USA,,Chile,USA,false,5,,2,
"7bec2ba0-cd45-3ee4-c972-f485696331c1",1930,"17-Jul-30", 14:45 ,1930-07-17 10:45:00.000 -0400,Group 4,1,Parque Central,Montevideo ,Uruguay,USA,Paraguay,,USA,Paraguay,false,3,,0,
"7c6210cb-f780-f2d0-dde4-e4e8749db1e6",2002,"12-Jun-02", 15:30 ,2002-06-12 12:30:00.000 -0300,Group F,1,Miyagi Stadium,Rifu ,Korea/Japan,Sweden,Argentina,,,,false,1,,1,
"7ce7ebdc-fe2a-3d24-7a29-7a6836679b63",2010,"29-Jun-10", 20:30 ,2010-06-29 17:30:00.000 -0300,Round of 16,2,Cape Town Stadium,Cape Town ,South Africa,Spain,Portugal,,Spain,Portugal,false,1,,0,
"7d43892a-6467-a081-8816-243a30053016",1930,"21-Jul-30", 14:50 ,1930-07-21 10:50:00.000 -0400,Group 3,1,Estadio Centenario,Montevideo ,Uruguay,Uruguay,Romania,,Uruguay,Romania,false,4,,0,
"7d879bed-3dd0-83fd-ddc4-21be232c0214",1974,"22-Jun-74", 16:00 ,1974-06-22 13:00:00.000 -0300,Group 2,1,Waldstadion,Frankfurt/Main ,Germany,Scotland,Yugoslavia,,,,false,1,,1,
"7e4dbeee-8500-e4da-63a1-adb64391d2fb",1990,"9-Jun-90", 21:00 ,1990-06-09 18:00:00.000 -0300,Group A,1,Stadio Olimpico,Rome ,Italy,Italy,Austria,,Italy,Austria,false,1,,0,
"7e5fe3cb-d018-ce2a-851e-012b1203ada8",1990,"16-Jun-90", 21:00 ,1990-06-16 18:00:00.000 -0300,Group F,1,Sant Elia,Cagliari ,Italy,England,Netherlands,,,,false,0,,0,
"7e6ef817-3a29-b001-c9f3-bb5beeb32ea3",1990,"12-Jun-90", 17:00 ,1990-06-12 14:00:00.000 -0300,Group E,1,Marc Antonio Bentegodi,Verona ,Italy,Belgium,Korea Republic,,Belgium,Korea Republic,false,2,,0,
"7e71b109-7926-2123-badd-a8af50a6c70d",1958,"11-Jun-58", 19:00 ,1958-06-11 16:00:00.000 -0300,Group 4,1,Ryavallen,Boras ,Sweden,Soviet Union,Austria,,Soviet Union,Austria,false,2,,0,
"7f027a7d-1ddd-d8bd-83f5-6425d80b1f3a",2010,"19-Jun-10", 16:00 ,2010-06-19 13:00:00.000 -0300,Group D,1,Royal Bafokeng Sports Palace,Phokeng ,South Africa,Ghana,Australia,,,,false,1,,1,
"7f25efd0-b920-b078-1160-27cee6a706a2",1966,"25-Jul-66", 19:30 ,1966-07-25 15:30:00.000 -0400,Semi-finals,4,Goodison Park,Liverpool ,England,Germany FR,Soviet Union,,Germany FR,Soviet Union,false,2,,1,
"7f559c5f-f3eb-4f88-3368-f58819abb768",1994,"28-Jun-94", 16:00 ,1994-06-28 13:00:00.000 -0300,Group B,1,Stanford Stadium,San Francisco ,USA,Russia,Cameroon,,Russia,Cameroon,false,6,,1,
"7f9aea14-fc15-3b7d-28a0-05a07fef77d9",2014,"30-Jun-14", 13:00 ,2014-06-30 10:00:00.000 -0300,Round of 16,2,Estadio Nacional,Brasilia ,Brazil,France,Nigeria,,France,Nigeria,false,2,,0,
"7fcb6ee8-b74d-40c2-f2d8-052031be70d3",2010,"12-Jun-10", 13:30 ,2010-06-12 10:30:00.000 -0300,Group B,1,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,Korea Republic,Greece,,Korea Republic,Greece,false,2,,0,
"7feea541-8315-12f6-14e3-f1f4aac77165",1958,"11-Jun-58", 19:00 ,1958-06-11 16:00:00.000 -0300,Group 2,1,Arosvallen,Vasteras ,Sweden,Yugoslavia,France,,Yugoslavia,France,false,3,,2,
"80bef79b-442a-8fe0-1b81-321fc2132c7c",1966,"23-Jul-66", 15:00 ,1966-07-23 11:00:00.000 -0400,Quarter-finals,3,Goodison Park,Liverpool ,England,Portugal,Korea DPR,,Portugal,Korea DPR,false,5,,3,
"80c2b404-e8a1-037d-5adb-7862c1a0f6de",2010,"26-Jun-10", 16:00 ,2010-06-26 13:00:00.000 -0300,Round of 16,2,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,Uruguay,Korea Republic,,Uruguay,Korea Republic,false,2,,1,
"8118dd35-012a-18e4-d853-53b768ced301",2010,"12-Jun-10", 16:00 ,2010-06-12 13:00:00.000 -0300,Group B,1,Ellis Park Stadium,Johannesburg ,South Africa,Argentina,Nigeria,,Argentina,Nigeria,false,1,,0,
"81630891-a603-c6c3-159d-be107bf7a010",1982,"4-Jul-82", 17:15 ,1982-07-04 14:15:00.000 -0300,Group 4,1,Vicente Calderon,Madrid ,Spain,France,Northern Ireland,,France,Northern Ireland,false,4,,1,
"8190e57f-c3cf-26fd-6a5b-2b20a74d34e5",1958,"8-Jun-58", 19:00 ,1958-06-08 16:00:00.000 -0300,Group 1,1,Orjans Vall,Halmstad ,Sweden,Northern Ireland,Czechoslovakia,,Northern Ireland,Czechoslovakia,false,1,,0,
"81baa4ce-f27b-bc52-7b06-7364a1112f35",1994,"13-Jul-94", 16:00 ,1994-07-13 13:00:00.000 -0300,Semi-finals,4,Giants Stadium,New York/New Jersey ,USA,Bulgaria,Italy,,Italy,Bulgaria,false,1,,2,
"81e1cdd2-6bcc-74a9-097b-d6026da900dd",2006,"14-Jun-06", 18:00 ,2006-06-14 15:00:00.000 -0300,Group H,1,"FIFA World Cup Stadium, Munich",Munich ,Germany,Tunisia,Saudi Arabia,,,,false,2,,2,
"82047db1-e559-9c72-3350-ea81038a8a6b",1978,"6-Jun-78", 16:45 ,1978-06-06 13:45:00.000 -0300,Group 2,1,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Argentina,Poland,Tunisia,,Poland,Tunisia,false,1,,0,
"822edc5e-1e91-d962-88b9-826c9dde9644",1966,"19-Jul-66", 19:30 ,1966-07-19 15:30:00.000 -0400,Group 3,1,Goodison Park,Liverpool ,England,Portugal,Brazil,,Portugal,Brazil,false,3,,1,
